,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"Source: USCIS, data as of October 22, 2017. Notes:  All data are based on approved petitions during the fiscal year. Petitions approved in a fiscal year may be filed in previous fiscal years.  Per USCIS best practices, units of less than 10 beneficiaries are masked so as to limit the possibility of the de-anonymization of data. ""D"" represents data withheld to protect privacy. The letter H replaces the value in the total column where one could deduce the value of D.  While some company names may appear multiple times, USCIS does not combine companies even where the names are the same because in all cases the employer tax identification numbers are different on the petition.  The L-1A nonimmigrant classification refers to intracompany transfers of corporate managers and executives. The L-1B nonimmigrant classification refers to intracompany transfers of employees who possess “specialized knowledge.” The LZ classification refers to “blanket” L petitions and may be used by entities involved in commercial trade or services. While the term “L-1” is used for visa issuance and admission purposes, USCIS uses the “A” and “B” distinctions internally for statistical and other purposes. ",,,,,,,,,,
Employer Tax ID (Last 4 Digits) ,Employer name,Employer Industry,Total Approved Petitions,Employment Type,Class Preference,Approved Petitions by Class Preference,,,,
1095,KAIYI INTERNATIONAL INC, ,D,Initial,L1A,D,,,,300971095
5303,EXACT ENDOSCOPY PARTS INC, ,D,Initial,L1A,D,,,,300975303
6473,WORKEY INC, ,D,Initial,L1A,D,,,,300976473
6113,YIHONG APPAREL CO, ,D,Initial,L1A,D,,,,300986113
8571,SIMONEAU & STERLING MIDWEST CORP, ,D,Initial,L1A,D,,,,300988571
1644,TRACMAP INC, ,D,Initial,L1A,D,,,,300991644
3943,ROBOTEAM HOME USA INC, ,D,Initial,L1A,D,,,,300993943
0149,TEN LIFESTYLE MGMT USA INC, ,D,Continuing,L1A,D,,,,301710149
8569,GOLDEN LIGHT INTL INC, ,D,Initial,L1A,D,,,,303958569
0500,HOBART BROTHERS CO, ,D,Initial,L1B,D,,,,310320500
8290,THE O S KELLY CO, ,D,Initial,L1B,D,,,,310338290
1120,THE REYNOLDS AND REYNOLDS COMPAN,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,D,Continuing,L1B,D,,,,310421120
1234,GREAT AMERICAN INSURANCE COMPANY, ,D,Initial,L1A,D,,,,310501234
7297,STANDARD TEXTILE CO INC, ,D,Initial,LZ,D,,,,310567297
5760,THE CLOROX CO, ,D,Continuing,LZ,D,,,,310595760
6149,MOLD TECH MICHIGAN, ,D,Initial,L1B,D,,,,310596149
7653,EXACT HOLDING NORTH AMERICA INC, ,D,Initial,LZ,D,,,,310667653
3821,AMERICAN INST FOR FOREIGN STUDY, ,D,Initial,L1B,D,,,,310683821
1901,EMCO CORP, ,D,Continuing,L1A,D,,,,310911901
8666,CARDINAL HEALTH INC,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",D,Continuing,LZ,D,,,,310958666
9987,EG INDUSTRIES INC, ,D,Initial,L1A,D,,,,311009987
0364,WORTHINGTON CYLINDER CORP, ,D,Continuing,L1A,D,,,,311030364
5645,LANDRUM & BROWN INC, ,D,Initial,L1A,D,,,,311095645
5853,MULTI COLOR CORP, ,D,Continuing,L1A,D,,,,311125853
0515,KIDS ALIVE INTL INC, ,D,Initial,L1A,D,,,,311140515
7346,GREENVILLE TECHNOLOGY INC, ,D,Continuing,L1B,D,,,,311177346
4552,SHOWA ALUMINUM CORP OF AMERICA, ,D,Initial,L1A,D,,,,311184552
9625,TRANSCONTINENTAL PRINTING CORP, ,D,Initial,L1A,D,,,,311199625
0228,CARLISLE COATINGS & WATERPROOFIN, ,D,Continuing,L1B,D,,,,311200228
4991,TENCATE ADVANCED ARMOR, ,D,Initial,L1A,D,,,,311204991
9333,HIRSCHVOGEL INC, ,D,Continuing,L1A,D,,,,311239333
6233,TOYOTA INDUSTRIAL EQUIPMENT MFG, ,D,Continuing,LZ,D,,,,311256233
6556,MITSUI CHEMICALS AMERICA INC, ,D,Continuing,L1A,D,,,,311256556
7944,LINAMAR NORTH CAROLINA INC, ,D,Initial,L1A,D,,,,311327944
8180,WITTENSTEIN INC, ,D,Initial,L1B,D,,,,311358180
7980,RICH PRODUCTS CORPORATION,Bakeries and Tortilla Manufacturing,D,Initial,L1B,D,,,,311387980
5565,HI VAC CORP, ,D,Initial,L1A,D,,,,311395565
4147,ITELLIGENCE INC,Computer Systems Design Services,D,Continuing,LZ,D,,,,311444147
6286,CSA CENTRAL INC, ,D,Initial,L1B,D,,,,311446286
7542,ASAMA COLDWATER MANUFACTURING IN, ,D,Initial,LZ,D,,,,311457542
6360,GE ENGINE SVCS LLC, ,D,Continuing,L1A,D,,,,311466360
9076,ABERCROMBIE & FITCH CO, ,D,Continuing,LZ,D,,,,311469076
5740,EASY WAY LEISURE CORP DBA EASY W, ,D,Initial,L1A,D,,,,311475740
5652,AXCESS FINANCIAL SVCS INC, ,D,Continuing,L1B,D,,,,311485652
4124,ARCELORMITTAL TAILORED BLANKS AM, ,D,Continuing,L1A,D,,,,311524124
9377,KADANT BLACK CLAWSON LLC,Industrial Machinery Manufacturing,D,Continuing,L1A,D,,,,311529377
3493,STRUERS INC, ,D,Continuing,L1A,D,,,,311553493
9076,MAPI USA INC,Other Scientific and Technical Consulting Services,D,Continuing,L1B,D,,,,311569076
1790,IQOR US INC, ,D,Continuing,LZ,D,,,,311591790
4044,MECC USA LLC, ,D,Continuing,L1A,D,,,,311604044
2995,CALINOS GLOBAL INVESTMENT LLC, ,D,Initial,L1A,D,,,,311662995
6413,TSC APPAREL LLC, ,D,Initial,L1A,D,,,,311706413
7845,GIVAUDAN FRAGRANCES CORP, ,D,Continuing,LZ,D,,,,311707845
5961,SAFELITE GROUP INC,Automotive Glass Replacement Shops,D,Initial,L1A,D,,,,311725961
9929,MANSFIELD PLUMBING PRODUCTS L L, ,D,Initial,L1B,D,,,,311739929
6393,SAFRAN AERO BOOSTERS INC, ,D,Continuing,LZ,D,,,,311756393
6929,MIBA BEARINGS US LLC, ,D,Continuing,LZ,D,,,,311786929
7836,BONTAZ CENTRE USA INC, ,D,Initial,L1B,D,,,,311787836
0136,DORF KETAL CHEMICALS LLC, ,D,Continuing,L1A,D,,,,311790136
7999,WESTROCK COMPANY, ,D,Continuing,LZ,D,,,,311797999
5356,INTELLIGRATED SYSTEMS LLC, ,D,Continuing,L1B,D,,,,311815356
8696,LUVATA OHIO INC, ,D,Initial,L1A,D,,,,314358696
8903,GREIF INC, ,D,Continuing,L1A,D,,,,314388903
1044,GPS COATINGS LLC, ,D,Continuing,L1A,D,,,,320001044
9272,CAPGEMINI N AMERICA INC, ,D,Continuing,LZ,D,,,,320009272
5132,GRANULES USA INC,Pharmaceutical Preparation Manufacturing,D,Initial,L1A,D,,,,320065132
9340,WFL MILLTURN TECHNOLOGIES INC, ,D,Continuing,L1B,D,,,,320109340
0023,INTELIZIGN SOLUTIONS LLC,Custom Computer Programming Services,D,Continuing,L1A,D,,,,320110023
0317,ALFRESCO SOFTWARE AMERICAS INC, ,D,Continuing,L1A,D,,,,320120317
3667,LEDCOR CONSTRUCTION HAWAII LLC, ,D,Initial,L1A,D,,,,320143667
8163,FUYIN ASSET MGMT CO LTD, ,D,Continuing,L1A,D,,,,320148163
4175,MELTWATER NEWS US1 INC,Computer Systems Design and Related Services,D,Initial,L1B,D,,,,320164175
4431,BLACKROCK INC, ,D,Initial,L1A,D,,,,320174431
1430,MOTOR CAR KINGDOM LLC, ,D,Initial,L1A,D,,,,320211430
2469,EVONIK CYRO LLC, ,D,Continuing,L1B,D,,,,320232469
9204,BALTEK INC, ,D,Initial,L1A,D,,,,320239204
7234,ELEPHANT INSURANCE SERVICES LLC,Insurance Agencies and Brokerages,D,Initial,L1A,D,,,,320257234
7747,IRUNWAY INC, ,D,Initial,L1A,D,,,,320267747
0984,VIRTUSTREAM INC, ,D,Continuing,L1A,D,,,,320270984
2304,DURA OPERATING LLC,Motor Vehicle Brake System Manufacturing,D,Continuing,L1A,D,,,,320302304
8333,HENKEL ELECTRONIC MATERIALS LLC, ,D,Continuing,L1B,D,,,,320318333
0494,BIOMATTERS INCORPORATED, ,D,Continuing,L1B,D,,,,320320494
3073,VISION BATTERY USA INC, ,D,Continuing,L1A,D,,,,320343073
7394,UNILEVER MANUFACTURING US INC, ,D,Continuing,L1B,D,,,,320347394
9393,SETIN INVESTMENTS 2010 INC, ,D,Continuing,L1A,D,,,,320349393
3028,CALDERA INC, ,D,Initial,L1A,D,,,,320353028
7428,SMI USA INC, ,D,Continuing,L1A,D,,,,320357428
3356,JAB HOLDING CO LLC FORMERLY JOH, ,D,Continuing,L1A,D,,,,320363356
6515,DINEX EMISSION INC, ,D,Initial,L1A,D,,,,320366515
0526,MILESTONE ENERGY LLC, ,D,Continuing,L1A,D,,,,320380526
3674,G-NEXT MEDIA USA LLC, ,D,Continuing,L1A,D,,,,320383674
9441,FUZE INC FKA THINKING PHONE NETW,All Other Telecommunications,D,Initial,L1A,D,,,,320389441
2744,PEER5, ,D,Initial,L1A,D,,,,320392744
3344,USA SLATEMIC LLC, ,D,Continuing,L1A,D,,,,320393344
4170,T&B HOLDING GROUP LLC, ,D,Continuing,L1A,D,,,,320394170
8962,UNIPHARMA LLC, ,D,Initial,L1A,D,,,,320398962
6579,DELI GROUP INC, ,D,Continuing,L1A,D,,,,320406579
7341,LYRIC THEATRE LLC, ,D,Initial,L1A,D,,,,320407341
5586,VICTORA USA INC, ,D,Continuing,L1A,D,,,,320415586
7053,BIOGRUND US INC, ,D,Continuing,L1A,D,,,,320417053
7900,UCEIC INC, ,D,Continuing,L1A,D,,,,320417900
8063,YHYH SUNSTONE CONSTRUCTION MATER, ,D,Continuing,L1A,D,,,,320418063
2135,DANOS ASSOCIATES US INC, ,D,Continuing,L1A,D,,,,320422135
3491,HYUNDAI DYMOS MICHIGAN LLC, ,D,Initial,L1B,D,,,,320423491
4072,STUDYPORTALS INC, ,D,Initial,L1B,D,,,,320424072
9365,HONEST AND EFFICIENT CO LTD, ,D,Continuing,L1A,D,,,,320429365
9390,KELOWNA INSTRUMENTS USA LTD, ,D,Initial,L1A,D,,,,320429390
9525,AMERICAN UNION RUBBER LA INDUSTR, ,D,Continuing,L1A,D,,,,320429525
1005,MAGNUS LOGISTICS SOLUTIONS LLC, ,D,Continuing,L1A,D,,,,320431005
1241,SYNAPTIVE MEDICAL USA INC,Electromedical and Electrotherapeutic Apparatus Manufacturing,D,Initial,L1B,D,,,,320431241
2075,STYLELABS INC, ,D,Continuing,L1B,D,,,,320432075
2215,GUIDANCE MARINE L L C, ,D,Continuing,L1B,D,,,,320432215
2501,CAPITAL ENTERPRISES CORPORATION, ,D,Initial,L1A,D,,,,320432501
3943,GREAT UNIVERSAL CORP FORMERLY AT, ,D,Continuing,L1A,D,,,,320433943
4541,AMERICAN TANDOOR TYSONS CORNER L, ,D,Continuing,L1A,D,,,,320434541
5067,CACAS USA INC, ,D,Initial,L1A,D,,,,320435067
5217,REDLAND FOODS CORP, ,D,Initial,L1A,D,,,,320435217
7183,C1X INC, ,D,Initial,L1A,D,,,,320437183
7668,EEC LLC, ,D,Continuing,L1A,D,,,,320437668
9439,JVG INTERNATIONAL BUSINESS LLC, ,D,Continuing,L1A,D,,,,320439439
0314,YT INTL INC, ,D,Continuing,L1A,D,,,,320440314
0417,RASHA PROFESSIONAL A/S LLC, ,D,Continuing,L1A,D,,,,320440417
1052,NICHE TECHNOLOGY USA LTD, ,D,Initial,L1B,D,,,,320441052
1987,MERCATERRA ATLANTIC LLC, ,D,Initial,L1A,D,,,,320441987
3522,CONTROLANT INC, ,D,Continuing,L1A,D,,,,320443522
4300,HASON USA CORP, ,D,Continuing,L1A,D,,,,320444300
4623,CONTOGETHER LLC, ,D,Continuing,L1A,D,,,,320444623
4629,BAR HYDRAULICS USA INC, ,D,Initial,L1A,D,,,,320444629
4872,4RF LTD, ,D,Initial,L1A,D,,,,320444872
5538,NAVADEAL INC, ,D,Continuing,L1A,D,,,,320445538
5660,MULTIMATIC MICHIGAN LLC, ,D,Initial,L1B,D,,,,320445660
6012,WOLFGANG ENTERPRISE INC, ,D,Continuing,L1A,D,,,,320446012
6895,ZHUOMIN GROUP US INC, ,D,Continuing,L1A,D,,,,320446895
7803,CORTICAL IO USA INC, ,D,Initial,L1B,D,,,,320447803
7985,YANFENG US AUTOMOTIVE INTERIOR I,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,D,Continuing,L1A,D,,,,320447985
9579,DELTA FAUCET CO, ,D,Continuing,L1A,D,,,,320449579
9861,HPS LOG LLC, ,D,Continuing,L1A,D,,,,320449861
1276,AVACTA LIFE SCIENCES INC, ,D,Initial,L1A,D,,,,320451276
1289,NOVOTECH CLINICAL RESEARCH USA I, ,D,Initial,L1B,D,,,,320451289
1379,APPLE TREE INTERNATIONAL CORP, ,D,Initial,L1A,D,,,,320451379
1399,SEADRAGON APPLICATIONS SHARED RE, ,D,Initial,L1A,D,,,,320451399
1595,AWT SA GROUP NYC LLC, ,D,Continuing,L1A,D,,,,320451595
1632,EMEI MALL INC, ,D,Continuing,L1A,D,,,,320451632
1699,RAILTECH CORP, ,D,Continuing,L1A,D,,,,320451699
1813,YAN LONG BADMINTON CLUB, ,D,Initial,L1A,D,,,,320451813
1847,PUREHM U S INC, ,D,Continuing,L1B,D,,,,320451847
2113,MARAJO CORPORATION, ,D,Continuing,L1A,D,,,,320452113
3971,TIGER RETAIL EAST COAST LLC, ,D,Continuing,L1A,D,,,,320453971
4339,KITEX USA LLC, ,D,Continuing,L1A,D,,,,320454339
4561,CJ GROUP LLC, ,D,Initial,L1A,D,,,,320454561
5509,MORITEX NORTH AMERICA INC, ,D,Initial,L1B,D,,,,320455509
6863,NEXX NORTH AMERICA CORP, ,D,Initial,L1A,D,,,,320456863
7495,O MIRACLE INC, ,D,Continuing,L1A,D,,,,320457495
7789,CYNET INC, ,D,Initial,L1A,D,,,,320457789
8539,BRANDART USA CORP, ,D,Initial,L1A,D,,,,320458539
9531,MIDDOX TECH LLC, ,D,Continuing,L1A,D,,,,320459531
9567,SENKE METAL INC, ,D,Continuing,L1A,D,,,,320459567
9642,PASSION FOODS INC, ,D,Continuing,L1A,D,,,,320459642
9696,FS ADVISORS INTERNATIONAL LLC, ,D,Continuing,L1A,D,,,,320459696
9766,MIRO FOODS IMPORT-EXPORTS LLC, ,D,Continuing,L1A,D,,,,320459766
9792,POLLFISH INC, ,D,Initial,L1A,D,,,,320459792
0160,INDOCAN INVESTMENT CORPORATION, ,D,Initial,L1A,D,,,,320460160
0892,SOURCEABILITY NORTH AMERICA LLC, ,D,Initial,L1A,D,,,,320460892
2301,SELL2WORLD INC, ,D,Initial,L1A,D,,,,320462301
2464,ALOOMA INC, ,D,Initial,L1A,D,,,,320462464
4822,VALIDIS LLC, ,D,Continuing,L1B,D,,,,320464822
5037,KYOSAN USA INC, ,D,Continuing,L1A,D,,,,320465037
6363,WEKAIO INC, ,D,Initial,L1A,D,,,,320466363
6614,DIGSILENT AMERICAS LTD LIABILITY, ,D,Initial,L1B,D,,,,320466614
6859,VEGAS BALLOON RIDES 2015 LLC, ,D,Continuing,L1A,D,,,,320466859
7170,CARMABE LLC, ,D,Continuing,L1A,D,,,,320467170
7318,EXCELERO INC, ,D,Initial,L1A,D,,,,320467318
7355,AZZURE COUTURE LLC, ,D,Initial,L1A,D,,,,320467355
7547,HTEC GROUP INC, ,D,Continuing,L1A,D,,,,320467547
7628,XINCHI INC, ,D,Continuing,L1A,D,,,,320467628
7638,CHIFU CENTER INC, ,D,Continuing,L1A,D,,,,320467638
7908,STRADEGI SOLUTIONS INC, ,D,Initial,L1A,D,,,,320467908
8001,ANUNCIO AGENCY GROUP LLC, ,D,Initial,L1A,D,,,,320468001
8471,CLEANIFY INC,Other Computer Related Services,D,Continuing,L1A,D,,,,320468471
9673,LEMONADE INC, ,D,Initial,L1A,D,,,,320469673
9869,KING AURORA INC, ,D,Initial,L1A,D,,,,320469869
0098,SEBRIO LLC, ,D,Initial,L1A,D,,,,320470098
0150,COURT SURFACES OF FLORIDA LLC, ,D,Continuing,L1A,D,,,,320470150
0746,PROMOTEX USA INC, ,D,Initial,L1A,D,,,,320470746
3048,LUOYANG RESEARCH INSTITUTE OF CO, ,D,Continuing,L1A,D,,,,320473048
3609,MODIRUM MDPAY INC, ,D,Initial,L1A,D,,,,320473609
3814,PETTENON NORTH AMERICA INC, ,D,Initial,L1A,D,,,,320473814
3884,REDEX OF AMERICA LLC, ,D,Continuing,L1A,D,,,,320473884
6483,GLOBAL POINT DISTRIBUTOR CORP, ,D,Continuing,L1A,D,,,,320476483
7027,SITRI INNOVATIONS INC, ,D,Continuing,L1A,D,,,,320477027
7537,BEIDOU SATELLITE DIGITAL NEW MED, ,D,Continuing,L1A,D,,,,320477537
7760,MONICA VINADER INC, ,D,Continuing,L1A,D,,,,320477760
7844,SILICON VALLEY INTL EDUCATION GR, ,D,Initial,L1A,D,,,,320477844
8045,STORIT ENTERPRISE TECH SOLNS INC, ,D,Initial,L1A,D,,,,320478045
8860,LEVERATE MEDIA AMERICAS INC, ,D,Continuing,L1A,D,,,,320478860
9597,VANDYCK USA INC, ,D,Initial,L1A,D,,,,320479597
9897,ENAGAS USA LLC, ,D,Continuing,L1A,D,,,,320479897
9982,NEW WORLD MARKET LLC, ,D,Initial,L1A,D,,,,320479982
0044,XIBION AMERICA CORP, ,D,Initial,L1A,D,,,,320480044
0051,NESBIT LAW GRP US LLP, ,D,Continuing,L1A,D,,,,320480051
0152,SCENTPRESSION LLC, ,D,Initial,L1A,D,,,,320480152
0246,JOYALUKKAS JEWELRY NEW JERSEY IN, ,D,Initial,L1A,D,,,,320480246
0315,EPIDEMIC SOUND US INC, ,D,Continuing,L1A,D,,,,320480315
3032,LSSGS HOLDING INC, ,D,Continuing,L1A,D,,,,320483032
3337,GALAXY VALLEY INVESTMENT GROUP, ,D,Continuing,L1A,D,,,,320483337
3684,ACE AMERICA INC, ,D,Initial,L1A,D,,,,320483684
4583,NBR GLOBAL LLC, ,D,Continuing,L1A,D,,,,320484583
5043,MASK CLUB INC, ,D,Initial,L1A,D,,,,320485043
5274,BLUE LAGOON USA CORP, ,D,Continuing,L1A,D,,,,320485274
5363,DSTIM U S CO, ,D,Continuing,L1A,D,,,,320485363
5509,CPM CA PROPERTY MGMT, ,D,Initial,L1A,D,,,,320485509
5993,NEX SERVICES NORTH AMERICA LLC, ,D,Continuing,LZ,D,,,,320485993
6567,HOTION PROFESSIONAL USA INC, ,D,Initial,L1A,D,,,,320486567
6793,ROSIE LEE CREATIVE INC, ,D,Continuing,L1A,D,,,,320486793
7126,ARTY CRAFTY LLC, ,D,Initial,L1A,D,,,,320487126
7465,NEW ATHLON AMERICA MGMT LLC, ,D,Initial,L1A,D,,,,320487465
8748,CSL COMPLETIONS HOLDINGS LLC, ,D,Initial,L1A,D,,,,320488748
9932,P&E CHINA INC, ,D,Initial,L1A,D,,,,320489932
9983,DAESOL MATERIAL GEORGIA LLC, ,D,Initial,L1A,D,,,,320489983
1074,BINARY SECURITY INC, ,D,Continuing,L1A,D,,,,320491074
1219,WEWOO TECH USA INC, ,D,Initial,L1A,D,,,,320491219
3673,GOLDEN HILLS INTL INC, ,D,Initial,L1A,D,,,,320493673
4355,SUPERTEXT USA INC, ,D,Continuing,L1A,D,,,,320494355
4578,MARC CAIN USA INC, ,D,Initial,L1A,D,,,,320494578
4605,ROYAL LOFTINESS USA INC, ,D,Initial,L1A,D,,,,320494605
4934,CARBAY INFO TECH USA LLC, ,D,Initial,L1A,D,,,,320494934
5718,INVESTORIST USA LLC, ,D,Initial,L1A,D,,,,320495718
5780,US RELATION HOLDINGS LLC, ,D,Initial,L1A,D,,,,320495780
5931,OV CIGARS LLC, ,D,Initial,L1A,D,,,,320495931
5966,ABC INTL INC, ,D,Initial,L1A,D,,,,320495966
6249,OPEN GALAXY LLC, ,D,Initial,L1A,D,,,,320496249
7495,AMERICAN CHOICE LABS LLC, ,D,Initial,L1A,D,,,,320497495
7509,GATE2BUSINESS LLC, ,D,Initial,L1A,D,,,,320497509
7990,SERPLAC US LLC, ,D,Initial,L1A,D,,,,320497990
8030,CREDFORCE AMERICA INC, ,D,Initial,L1A,D,,,,320498030
8670,METHODS CLEANING CONTRACTORS LLC, ,D,Initial,L1A,D,,,,320498670
8743,US FLYING EAGLE GROUP CORP, ,D,Initial,L1A,D,,,,320498743
0185,JOM PHILADELPHIA INC, ,D,Initial,L1A,D,,,,320500185
0225,LGT INC, ,D,Continuing,L1A,D,,,,320500225
0478,CAMEL ENERGY INC, ,D,Initial,L1A,D,,,,320500478
0493,FIGURED LTD, ,D,Initial,L1A,D,,,,320500493
0654,DYNAMICS SCIENTIFIC PROD CTR USA, ,D,Initial,L1A,D,,,,320500654
1334,HAMAM DEVELOPMENT LLC, ,D,Initial,L1A,D,,,,320501334
1693,Z & N LLC, ,D,Initial,L1A,D,,,,320501693
1906,PADERO SOLAER USA INC, ,D,Initial,L1B,D,,,,320501906
2404,CIS INVESTMENTS LLC, ,D,Initial,L1A,D,,,,320502404
2491,BIOLUMIC USA INC, ,D,Initial,L1B,D,,,,320502491
2519,VERGE INC, ,D,Initial,L1A,D,,,,320502519
4057,PHARMA COSMETICS INC, ,D,Initial,L1A,D,,,,320504057
4103,PHOENIX GLOBAL GROUP INC, ,D,Initial,L1A,D,,,,320504103
4951,JS NORTH AMERICA INC, ,D,Initial,L1A,D,,,,320504951
5544,TRAVELLER SEDONA USA HOLDINGS LL, ,D,Initial,L1A,D,,,,320505544
5909,NOBLE EDUCATION CENTER LLC, ,D,Initial,L1A,D,,,,320505909
5959,HAKAN EVIN LLC, ,D,Initial,L1A,D,,,,320505959
6166,THE UP GROUP INC, ,D,Initial,L1A,D,,,,320506166
6191,NEDSPICE US INC, ,D,Initial,L1A,D,,,,320506191
6593,SILVER TIME INTL GENERAL TRADING, ,D,Initial,L1A,D,,,,320506593
7710,ALSCOTODAY LLC, ,D,Initial,L1A,D,,,,320507710
8593,PANFAB DESIGN USA CORP, ,D,Initial,L1A,D,,,,320508593
8918,PRO TPI INC, ,D,Initial,L1A,D,,,,320508918
0232,MIAMI TBR LLC, ,D,Initial,L1A,D,,,,320510232
0269,WAPA INTL, ,D,Initial,L1A,D,,,,320510269
0751,NUCTECH US INC, ,D,Initial,L1A,D,,,,320510751
1246,ACTTAO TECHNOLOGY INC, ,D,Initial,L1A,D,,,,320511246
1300,TIANHAO INVESTMENT LLC, ,D,Initial,L1A,D,,,,320511300
1613,TYCS LOGISTICS INC, ,D,Initial,L1A,D,,,,320511613
1931,KINGWOOD FUNERAL SUPPLY INC, ,D,Initial,L1A,D,,,,320511931
1976,BEDROCK MACHINERY, ,D,Initial,L1A,D,,,,320511976
1992,DATA TEMPLATE INFOTECH LLC, ,D,Initial,L1A,D,,,,320511992
2356,MAGENI SECURITY LLC, ,D,Initial,L1A,D,,,,320512356
2365,GARFIELD INTL DEVELOPMENT CO LTD, ,D,Initial,L1A,D,,,,320512365
2374,BERRYS TECHNOLOGIES US LLC, ,D,Initial,L1B,D,,,,320512374
2694,XB GLOBAL INC, ,D,Initial,L1A,D,,,,320512694
2776,COUNTREE USA LLC, ,D,Initial,L1A,D,,,,320512776
3627,WASHINGTON ZENITH INTL TRADE INC, ,D,Initial,L1A,D,,,,320513627
5066,YUNGFU ZHONGHENG STONES CO LTD U, ,D,Initial,L1A,D,,,,320515066
5378,WADE AND COMPANY INC, ,D,Initial,L1A,D,,,,320515378
6330,LVZHOU INC, ,D,Initial,L1A,D,,,,320516330
6582,Q AND R USA LTD, ,D,Initial,L1A,D,,,,320516582
6926,ULTRAFABRICS INC, ,D,Initial,L1B,D,,,,320516926
7904,LTS HEALTH INC, ,D,Initial,L1A,D,,,,320517904
8203,JHM INC, ,D,Initial,L1A,D,,,,320518203
0383,JCK USA LTD, ,D,Initial,L1A,D,,,,320520383
0562,APRIORI INVESTMENTS INC, ,D,Initial,L1A,D,,,,320520562
1646,CS GROUP OF SOUTH FLORIDA INC, ,D,Initial,L1A,D,,,,320521646
1692,JOBACHEM LP, ,D,Initial,L1A,D,,,,320521692
9238,ICM AIRPORT TECHNICS USA LLC, ,D,Initial,L1A,D,,,,320529238
1713,NEW LINE SKATEPARKS FL INC, ,D,Initial,L1A,D,,,,320531713
3043,BIGFOOT LATAM INC, ,D,Initial,L1A,D,,,,320533043
3186,FERRE CONSTRUCTION 1010 CORP, ,D,Initial,L1A,D,,,,320533186
3246,MYSTICAL SKY FILTER LLC, ,D,Initial,L1A,D,,,,320533246
4669,QINFLOW INC, ,D,Initial,L1A,D,,,,320534669
5659,AT CONSULTING & RECRUITING INC, ,D,Initial,L1A,D,,,,320535659
0642,NORRONA SPORT INC, ,D,Initial,L1A,D,,,,320540642
1080,CANAMERA CORING USA LTD, ,D,Initial,L1A,D,,,,320541080
1511,MATOMY USA INC, ,D,Continuing,L1A,D,,,,321221511
2694,SOWIND CORP, ,D,Initial,L1A,D,,,,330012694
9027,SMITH MICRO SOFTWARE INC,Software Publishers,D,Initial,L1A,D,,,,330029027
4861,HONDA R&D AMERICAS INC, ,D,Continuing,L1B,D,,,,330054861
0281,BURKERT CONTROMATIC CORP, ,D,Initial,L1A,D,,,,330070281
1441,TIGER DRYLAC USA INC, ,D,Continuing,L1A,D,,,,330081441
8815,HYUNDAI MOTOR AMERICA, ,D,Initial,LZ,D,,,,330098815
4967,KOFAX INC,Custom Computer Programming Services,D,Continuing,L1B,D,,,,330114967
5028,AHERN AGRIBUSINESS INC, ,D,Initial,L1A,D,,,,330145028
0435,D LINK SYSTEMS INC, ,D,Continuing,L1A,D,,,,330150435
4996,VIASAT INC, ,D,Initial,L1B,D,,,,330174996
3740,SHIMANO AMERICAN CORP, ,D,Continuing,LZ,D,,,,330203740
8171,SEAGATE SYSTEMS US INC, ,D,Initial,L1B,D,,,,330218171
9058,WORLDVIEW TRAVEL CANADA INC, ,D,Initial,L1A,D,,,,330239058
9482,HOTEL LOTTE CO LTD, ,D,Initial,L1A,D,,,,330299482
0170,WINTRISS ENGINEERING CORP, ,D,Initial,L1B,D,,,,330360170
0408,CAMBRIDGE VACUUM ENGINEERING INC, ,D,Continuing,L1B,D,,,,330360408
3952,METRO PLAZA HOTEL INC, ,D,Continuing,L1A,D,,,,330393952
5071,PANASONIC AVIONICS CORPORATION, ,D,Initial,L1B,D,,,,330425071
9057,BAKKAVOR FOODS USA INC, ,D,Continuing,L1A,D,,,,330449057
2169,GBM INTERNATIONAL INC, ,D,Initial,L1A,D,,,,330462169
3446,CUSTOMIZED SVCS ADMINISTRATORS I, ,D,Initial,L1B,D,,,,330463446
5016,HIRERIGHT INC, ,D,Initial,L1B,D,,,,330465016
5872,ROCKSTAR SAN DIEGO INC,Software Publishers,D,Continuing,L1B,D,,,,330505872
1588,RS SOFTWARE INDIA LTD, ,D,Continuing,L1A,D,,,,330511588
0552,RIP CURL INC, ,D,Continuing,L1B,D,,,,330520552
3518,JACADA INC,Custom Computer Programming Services,D,Continuing,L1B,D,,,,330563518
7171,SPECIALTY SILICONE FABRICATORS I, ,D,Initial,L1A,D,,,,330577171
8076,VALEANT PHARMACEUTICALS INTL INC, ,D,Continuing,L1A,D,,,,330628076
6057,ENVISION FINANCIAL SYSTEMS INC, ,D,Continuing,L1A,D,,,,330636057
6156,DENYO MANUFACTURING CORPORATION, ,D,Continuing,L1A,D,,,,330676156
3295,CHIYODA INTEGRE OF AMERICA SAN D, ,D,Continuing,L1A,D,,,,330683295
5369,APICAL INDUSTRIES INC, ,D,Initial,L1A,D,,,,330685369
8851,ATEN TECH INC, ,D,Initial,L1A,D,,,,330688851
5522,MCCROMETER INC, ,D,Continuing,L1A,D,,,,330695522
9397,WHEELABRATOR GROUP INC, ,D,Initial,L1A,D,,,,330729397
0911,CONNEXITY INC, ,D,Initial,L1A,D,,,,330730911
